name,path,owner,purpose,inputs,outputs,side_effects,dependencies,last_modified,test_coverage,repro_steps,acceptance_tests,known_limitations,checksum
validate_weekly_selection_longshort.py,scripts/selection/validate_weekly_selection_longshort.py,,Script validate_weekly_selection_longshort.py — purpose to be filled by owner,,,,,2026-02-04,unit: no; integration: no,,,,af6f9cd97f91298192c9de997774c4d7301b47813dcdeb2324afd6f86cdd5fd2
signal_library_quant_v1.py,scripts/signal_library_quant_v1.py,,Script signal_library_quant_v1.py — purpose to be filled by owner,,,,,2026-01-21,unit: no; integration: no,,,,37c8743feea2ae38ecb12fd0a0d25726c452af14817e4b78ed3646faa38af415
build_alpha_quant_v2.py,scripts/signals/build_alpha_quant_v2.py,,Script build_alpha_quant_v2.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,4fa8abfc8d2e29882618b4aff038ba2b4a68efedfd07c2dabeccad7276d7a5db
build_expected_returns_quant_v1.py,scripts/signals/build_expected_returns_quant_v1.py,,Script build_expected_returns_quant_v1.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,6d90ecfcec35e56668b66d4e29254cf292ff1df194e9fc70e8b3a1bc6ad6d0c3
compliance_checker_quant_v1.py,scripts/validation/compliance_checker_quant_v1.py,,Script compliance_checker_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,3c3b8c45b1d50dbac41825bee230711ae8aa5dd5707d900df3f9ca08902887fd
directory_auditor_quant_v1.py,scripts/validation/directory_auditor_quant_v1.py,,Script directory_auditor_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,ecb906f1a91f0428f2e38d983d68c161cde453c00268d01ca9f08c4c39fbd3bb
schema_validator_quant_v1.py,scripts/validation/schema_validator_quant_v1.py,,Script schema_validator_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,5c1f3350b5c93e194fe651d9a005c8e2a9818370a63a531d55c2daf272b28b2d
verify_quant_v1_build (2).py,scripts/validation/verify_quant_v1_build (2).py,,Script verify_quant_v1_build (2).py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,d58e7960656731f6e1571ce1c2eb2d3a32cbae9a32c5f3db827b33ca5baaa630
verify_quant_v1_build.py,scripts/validation/verify_quant_v1_build.py,,Script verify_quant_v1_build.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,973ecc320853ff502a2b7d28bb2cd6af99d31fdca319a61fa60a004c234b12b1
verify_quant_v2_factor_scaffold.py,scripts/validation/verify_quant_v2_factor_scaffold.py,,Script verify_quant_v2_factor_scaffold.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,898b14ad522a2dc6eae9744dffdf895385f0ebb02708b48068adf7f49fe9868a
verify_backtest_vs_ingestion.py,scripts/verify_backtest_vs_ingestion.py,,Script verify_backtest_vs_ingestion.py — purpose to be filled by owner,,,,,2026-01-29,unit: no; integration: no,,,,b2776ae4228f8ed7f0ef6d4d20d19fecfe5fd52c9b5e8037af5f7c90719ce054
verify_backtest_vs_ingestion_longshort.py,scripts/verify_backtest_vs_ingestion_longshort.py,,Script verify_backtest_vs_ingestion_longshort.py — purpose to be filled by owner,,,,,2026-01-29,unit: no; integration: no,,,,f6dd0ff5cf2752d904e932caaf1a845d0535fdc0515bf8e504ebeedab58f4892
test.py,test.py,,Script test.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,09a073f6f27d11ff1dd587d7635428774422e62f214a93fb0be826acc8adb13d
generate_manifest.py,tools/generate_manifest.py,,Script generate_manifest.py — purpose to be filled by owner,,,,,2026-02-05,unit: no; integration: no,,,,4e9bdfd19213199c4c619591a7d383c57f4394e1b75192c89ee4d330a6008ea6
