date,portfolio_type,daily_return,rolling_vol_63,target_ann_vol,leverage_cap,applied_leverage,optimised_daily_return,optimised_cumulative_return
2021-06-16,longonly,-0.0009915351362697,0.0085283431569857,0.15,2.0,1.1079657151800657,-0.001098586936383222,0.575640989486995
2021-06-17,longonly,0.0064462747028415,0.0085255364946879,0.15,2.0,1.1083304647300778,0.0071446026371780645,0.5827855921241731
2021-06-18,longonly,-0.0072040853656671,0.0083178930403979,0.15,2.0,1.1359982364931522,-0.00818382827094395,0.5746017638532291
2021-06-21,longonly,0.0162322755636186,0.0083996310348048,0.15,2.0,1.124943677415977,0.01826039576536661,0.5928621596185958
2021-06-22,longonly,0.0079900306338385,0.0082824772287397,0.15,2.0,1.1408557565896862,0.00911547244394259,0.6019776320625384
2021-06-23,longonly,0.0018130017577167,0.0077938221936662,0.15,2.0,1.2123848338379701,0.0021980558347773093,0.6041756878973157
2021-06-24,longonly,0.0090649833078306,0.007730257046942,0.15,2.0,1.2223541556058137,0.01108062001682407,0.6152563079141398
2021-06-25,longonly,0.0072856163924396,0.007732833385948,0.15,2.0,1.2219469053091818,0.008902636404011415,0.6241589443181512
2021-06-28,longonly,0.004095556845025,0.0077175929218148,0.15,2.0,1.2243599683162234,0.0050144358490121005,0.6291733801671633
2021-06-29,longonly,0.0056152236385419,0.0075500002661618,0.15,2.0,1.251537945976038,0.0070276654587768245,0.6362010456259402
2021-06-30,longonly,-0.0010577358764451,0.0075636149275557,0.15,2.0,1.2492851521044195,-0.0013214137252910182,0.6348796319006491
2021-07-01,longonly,0.0079332555181,0.0074729655203456,0.15,2.0,1.2644393714255608,0.010031120620664727,0.6449107525213138
2021-07-02,longonly,0.0075311644569525,0.0074599540853867,0.15,2.0,1.266644769803683,0.009539310069930277,0.654450062591244
2021-07-05,longonly,0.0,0.0074300601946436,0.15,2.0,1.271740951983489,0.0,0.654450062591244
2021-07-06,longonly,0.0024896203396267,0.0074342351653394,0.15,2.0,1.271026758648318,0.003164374070540649,0.6576144366617847
2021-07-07,longonly,0.0085137036008426,0.0074217718424462,0.15,2.0,1.273161183855023,0.010839316955439538,0.6684537536172241
2021-07-08,longonly,-0.0083641819689468,0.0076126979693232,0.15,2.0,1.2412303579240442,-0.010381876579057673,0.6580718770381665
2021-07-09,longonly,0.0131010517471115,0.0076635376326017,0.15,2.0,1.2329960754721048,0.01615354538874544,0.674225422426912
2021-07-12,longonly,0.0064303313021412,0.0076373166624849,0.15,2.0,1.237229283898291,0.007955794192176922,0.6821812166190889
2021-07-13,longonly,-0.003421610454215,0.0075814638573219,0.15,2.0,1.2463439782945183,-0.004264503585680437,0.6779167130334085
2021-07-14,longonly,-0.0014844579762242,0.0076250128841682,0.15,2.0,1.239225686405049,-0.0018395784545258843,0.6760771345788826
2021-07-15,longonly,-0.0005688346755883,0.0075878364724834,0.15,2.0,1.24529724111702,-0.000708368252161805,0.6753687663267208
2021-07-16,longonly,0.0001780668207592,0.0075483621834211,0.15,2.0,1.2518095443252983,0.00022290574575402873,0.6755916720724748
2021-07-19,longonly,-0.0071718031564358,0.0076111070484967,0.15,2.0,1.2414898075959937,-0.008903720520799822,0.666687951551675
2021-07-20,longonly,0.0217439816459377,0.0079045527249328,0.15,2.0,1.1954012015665327,0.025992781786394564,0.6926807333380696
