ticker,company_name,sector
LLY,,
APA,,
MMC,,
NRG,,
TDG,,
KEYS,,
BRK-B,,
FISV,,
NCLH,,
MCO,,
SCHW,,
DHR,,
USB,,
V,,
OKE,,
PAYC,,
ARE,,
LII,,
CFG,,
EXPD,,
ISRG,,
LOW,,
TXT,,
CCI,,
GIS,,
NKE,,
ODFL,,
AXP,,
CMI,,
TXN,,
WSM,,
NUE,,
ATO,,
VMC,,
ZTS,,
BF-B,,
STLD,,
WRB,,
LKQ,,
DPZ,,
SBUX,,
NSC,,
IEX,,
GEN,,
BEN,,
HD,,
TRV,,
ACGL,,
HWM,,
ALLE,,
TRGP,,
C,,
EVRG,,
TROW,,
LRCX,,
BA,,
ORCL,,
PAYX,,
AES,,
CPRT,,
J,,
TRI,,
CAG,,
HUBB,,
CINF,,
MCD,,
BKR,,
VRSN,,
APH,,
TGT,,
GPC,,
HBAN,,
SRE,,
WMB,,
SYK,,
SYY,,
MNST,,
HSY,,
L,,
WMT,,
MTB,,
AME,,
JNJ,,
DECK,,
CPAY,,
EMR,,
ED,,
AIG,,
AJG,,
D,,
COR,,
TER,,
KR,,
AFL,,
ROL,,
A,,
IQV,,
T,,
TEL,,
CBOE,,
BIIB,,
ADI,,
PODD,,
ECL,,
ETN,,
ANET,,
FTV,,
NDAQ,,
K,,
CF,,
NI,,
MELI,,
NTRS,,
AWK,,
DLR,,
TJX,,
CPB,,
CME,,
CVX,,
MS,,
PFG,,
AEE,,
MDT,,
LW,,
ACN,,
COST,,
ZBH,,
BXP,,
RVTY,,
SJM,,
EFX,,
JBL,,
MPWR,,
TTWO,,
MOH,,
FSLR,,
PEG,,
CNP,,
NEE,,
KMB,,
DLTR,,
COO,,
VRSK,,
TT,,
HAL,,
HSIC,,
LULU,,
GLW,,
SHW,,
TMO,,
BALL,,
DTE,,
DGX,,
MRVL,,
GEHC,,
CEG,,
HOOD,,
APP,,
ARM,,
GEV,,
VLTO,,
GFS,,
KVUE,,
SOLS,,
SOLV,,
COIN,,
Q,,
BAX,,
NOC,,
VZ,,
MCK,,
JBHT,,
CTRA,,
KDP,,
PPL,,
FDS,,
ETR,,
EXC,,
AEP,,
GILD,,
EW,,
LHX,,
BLK,,
PWR,,
UHS,,
SWK,,
UNP,,
DUK,,
CSX,,
NDSN,,
ORLY,,
ICE,,
PRU,,
ADSK,,
MTD,,
EQIX,,
LMT,,
PNW,,
WST,,
LDOS,,
WM,,
BR,,
BDX,,
CHTR,,
AZN,,
WAB,,
HON,,
DG,,
EXE,,
GL,,
MDLZ,,
ITW,,
SO,,
CVS,,
SMCI,,
YUM,,
CHD,,
JKHY,,
STE,,
LNT,,
PCG,,
FICO,,
AZO,,
SBAC,,
PNR,,
OTIS,,
DOV,,
IP,,
ES,,
BRO,,
GM,,
CL,,
CMS,,
LIN,,
KMI,,
MAS,,
PG,,
RSG,,
PH,,
XYL,,
CLX,,
XEL,,
TSLA,,
CTSH,,
GWW,,
STT,,
MKC,,
WEC,,
PKG,,
SYF,,
ROP,,
ALL,,
PEP,,
ROK,,
DAY,,
EME,,
HAS,,
HIG,,
AMGN,,
PPG,,
PFE,,
TMUS,,
NEM,,
CHRW,,
CAH,,
ABBV,,
IR,,
EIX,,
CI,,
FAST,,
IBM,,
CNC,,
BK,,
UNH,,
RMD,,
HUM,,
CARR,,
POOL,,
AKAM,,
VRTX,,
APD,,
PGR,,
ELV,,
BMY,,
ALB,,
TKO,,
MRK,,
REGN,,
DVA,,
QCOM,,
INCY,,
AIZ,,
TAP,,
DD,,
